gene	time1	time2	time3	time4	time5	time6	time7	time8	time9	time10
F16	19.705052	18.716736	18.927704	18.660219	19.408407	18.980794	19.071407	18.924683	18.522747	18.913273
F16	19.705052	18.716736	19.031885	18.660219	19.533402	19.054957	19.244375	19.444651	18.792038	19.421882
F16	19.705052	18.716736	19.031885	18.660219	19.408407	18.869469	18.964331	18.924683	18.610548	19.014916
F16	19.705052	19.369557	18.835556	18.929797	19.408407	18.980794	18.964331	18.713288	18.522747	19.014916
F16	20.24796	18.716736	18.927704	19.073579	19.533402	18.869469	19.071407	19.024985	18.792038	19.421882
F16	19.705052	18.716736	18.927704	18.929797	19.408407	18.780121	18.865833	18.853645	18.792038	19.233178
F16	19.705052	18.716736	18.927704	18.929797	19.533402	18.869469	19.071407	18.924683	18.610548	19.421882
F16	19.705052	18.885266	18.835556	18.660219	19.209513	18.780121	18.79471	18.853645	18.610548	19.233178
F16	19.705052	18.716736	19.031885	18.73665	19.533402	18.780121	19.071407	19.110865	18.522747	19.421882
F16	19.499752	19.035253	18.927704	18.801582	19.151068	18.780121	18.79471	18.774563	18.447054	19.105985
F16	19.705052	18.885266	19.031885	18.73665	19.209513	18.780121	18.865833	18.853645	18.522747	19.233178
F16	19.705052	18.885266	18.927704	19.073579	19.039332	18.651718	18.865833	18.853645	18.610548	19.105985
F16	18.980452	18.337814	18.595844	18.295115	19.151068	18.780121	18.685879	18.713288	18.447054	19.014916
F16	19.221815	18.337814	18.721635	18.538301	18.975521	18.780121	18.685879	18.663635	18.447054	19.105985
F16	19.570578	18.227896	18.927704	18.538301	18.975521	18.780121	18.79471	18.713288	18.522747	19.014916
F16	19.221815	18.337814	18.721635	18.538301	18.975521	18.651718	18.685879	18.607617	18.522747	19.014916
F16	19.370888	18.716736	18.721635	18.538301	19.039332	18.780121	18.531488	18.774563	18.522747	19.105985
F16	18.980452	18.286431	19.111418	18.660219	19.151068	18.980794	18.865833	18.607617	18.522747	19.233178
F16	19.101202	18.885266	18.721635	18.73665	19.096432	18.869469	18.531488	18.607617	18.522747	19.105985
F16	19.705052	18.40093	19.111418	18.851674	19.209513	18.869469	19.071407	18.853645	18.355007	19.421882
F17	19.370888	19.185055	19.031885	18.538301	19.096432	18.651718	18.79471	18.924683	18.610548	18.815496
F17	19.370888	19.185055	18.927704	18.660219	19.209513	18.561132	18.865833	18.774563	18.610548	18.913273
F17	19.499752	19.280012	18.927704	18.538301	19.096432	18.561132	18.865833	18.774563	18.87103	19.014916
F17	19.370888	19.369557	18.927704	18.801582	19.209513	18.780121	18.79471	18.853645	18.87103	19.105985
F17	19.370888	19.185055	18.927704	18.660219	19.209513	18.780121	18.865833	18.924683	18.87103	19.233178
F17	19.499752	19.280012	19.031885	18.851674	19.314095	18.869469	18.964331	18.924683	19.17845	19.233178
F17	19.570578	19.369557	18.927704	18.801582	19.151068	18.780121	18.964331	18.924683	18.87103	19.105985
F17	19.499752	19.185055	18.927704	18.929797	19.314095	18.780121	18.964331	19.024985	18.87103	19.421882
F17	19.370888	19.280012	18.927704	18.851674	19.209513	18.780121	19.071407	19.110865	18.87103	19.105985
F17	19.370888	19.185055	19.031885	18.73665	19.314095	18.780121	19.071407	18.924683	18.87103	19.014916
F17	19.370888	19.106201	19.031885	18.73665	19.408407	18.869469	18.964331	19.110865	18.967617	19.105985
F17	19.370888	19.185055	18.835556	18.801582	19.408407	18.869469	18.964331	19.024985	18.967617	19.233178
F17	19.499752	19.369557	18.835556	18.73665	19.408407	18.980794	19.071407	19.110865	18.967617	19.233178
F17	19.370888	19.280012	18.835556	18.73665	19.151068	18.869469	18.964331	18.924683	18.967617	19.233178
F17	19.370888	19.185055	18.835556	18.73665	19.209513	18.869469	18.964331	19.024985	18.967617	19.233178
F17	19.370888	19.106201	18.721635	18.73665	19.314095	18.780121	18.964331	18.774563	18.87103	19.233178
F17	19.370888	19.369557	18.835556	18.73665	19.314095	18.980794	19.071407	19.024985	18.87103	19.233178
F17	19.499752	19.035253	19.031885	18.73665	19.314095	18.780121	18.685879	19.024985	18.72043	19.105985
F17	19.570578	19.369557	19.031885	18.801582	19.096432	18.780121	18.685879	18.853645	18.610548	19.105985
F17	19.499752	19.106201	19.031885	18.851674	19.209513	18.651718	18.685879	18.663635	18.610548	19.014916
F17	19.370888	19.185055	19.031885	18.73665	19.096432	18.780121	18.79471	18.607617	18.447054	19.105985
F17	19.221815	19.106201	19.031885	18.801582	19.096432	18.651718	18.865833	18.774563	18.72043	19.014916
F17	19.570578	19.369557	19.111418	18.929797	19.096432	18.869469	18.865833	18.713288	18.610548	19.233178
F17	19.705052	19.369557	19.182934	19.073579	19.209513	18.980794	18.964331	19.024985	18.792038	19.421882
F17	19.570578	19.280012	19.111418	18.929797	19.408407	18.980794	19.071407	19.024985	18.610548	19.421882
F17	19.570578	19.369557	19.25308	19.170408	19.533402	18.869469	18.964331	18.924683	18.72043	19.421882
F17	19.570578	19.369557	19.25308	19.073579	19.408407	18.869469	18.964331	19.260821	18.72043	19.233178
F17	19.570578	19.185055	19.111418	18.929797	19.039332	18.869469	18.964331	19.110865	18.72043	19.421882
F17	19.499752	19.280012	19.182934	18.929797	19.408407	18.869469	19.071407	18.924683	18.72043	19.233178
F17	19.570578	19.185055	19.111418	18.851674	19.533402	18.980794	18.964331	18.924683	18.610548	19.421882
F17	19.570578	19.185055	19.182934	18.929797	19.408407	18.980794	19.071407	18.924683	18.610548	19.014916
F17	19.499752	19.185055	19.031885	18.801582	19.408407	18.780121	18.964331	18.924683	18.610548	18.632425
F17	19.570578	19.106201	19.031885	18.801582	19.408407	18.780121	18.964331	19.024985	18.610548	19.233178
F17	19.499752	19.106201	18.927704	18.801582	19.533402	18.780121	18.865833	18.924683	18.610548	19.105985
F18	16.087633	16.427559	16.388214	15.600658	16.477321	16.257277	15.69812	15.783799	15.619575	15.755527
F18	16.185775	16.482906	16.522034	16.209476	16.756872	16.191629	16.144323	16.15145	15.957592	16.267824
F18	16.087633	16.427559	16.046394	15.870678	16.680455	16.191629	15.69812	16.083875	15.714487	16.187673
F18	15.886621	16.151661	16.312709	15.936925	16.818445	16.586436	15.925401	15.959299	15.714487	15.908606
F18	16.142352	16.482906	16.388214	15.870678	16.59337	16.586436	15.834948	16.025077	16.019794	16.187673
F18	16.142352	16.219404	16.522034	15.870678	16.88974	16.586436	15.834948	15.898387	15.619575	15.984417
F18	16.314325	16.667286	16.312709	15.936925	16.680455	16.806505	15.925401	16.083875	15.783242	15.908606
F18	16.249127	16.482906	16.123757	15.756247	16.756872	16.001005	15.990604	15.898387	15.714487	15.908606
F18	16.142352	16.622591	16.388214	15.936925	16.680455	16.522226	16.060466	16.083875	15.957592	16.267824
F18	16.017783	16.427559	16.046394	15.813154	16.59337	16.001005	15.834948	15.898387	15.783242	15.755527
F18	16.087633	16.720612	16.312709	16.209476	16.59337	16.522226	16.060466	16.15145	15.870185	16.267824
F18	15.886621	16.482906	16.123757	15.813154	16.756872	16.191629	15.834948	15.959299	15.783242	16.119098
F18	16.017783	16.667286	16.677978	16.209476	16.680455	16.320754	16.060466	16.15145	15.957592	15.908606
F18	16.185775	16.551864	16.312709	15.698704	16.680455	16.191629	15.990604	16.15145	15.714487	16.055005
F18	16.185775	16.720612	16.82676	15.936925	16.680455	16.001005	15.990604	16.15145	15.870185	16.267824
F18	16.017783	16.482906	16.312709	15.600658	16.341237	16.08095	15.834948	16.025077	15.619575	16.119098
F18	16.017783	16.427559	16.312709	15.936925	16.756872	16.257277	15.990604	15.959299	15.714487	16.335117
F18	16.017783	16.075963	16.915883	15.870678	16.818445	16.806505	16.200819	16.475803	15.783242	16.187673
F18	15.886621	16.427559	16.226231	15.460715	16.477321	16.469964	15.69812	16.083875	15.714487	15.908606
F18	15.960448	16.288609	16.046394	15.698704	16.96107	16.469964	15.69812	16.15145	15.833994	15.984417
F18	15.575202	15.890636	15.812831	15.460715	16.009541	16.001005	15.69812	15.959299	15.619575	15.908606
F18	15.73716	15.760173	15.622039	15.460715	15.733924	15.90003	15.69812	15.637866	15.619575	15.755527
F18	16.017783	16.427559	15.812831	15.756247	16.477321	16.522226	15.834948	16.15145	15.833994	15.908606
F18	15.73716	15.970505	15.718632	15.460715	16.158705	16.320754	15.69812	16.083875	16.019794	15.984417
F18	15.886621	16.551864	15.812831	15.813154	16.477321	16.522226	15.925401	16.278515	15.913342	15.984417
F18	15.960448	16.151661	15.88505	15.698704	16.158705	16.522226	15.834948	16.025077	15.913342	16.055005
F18	15.73716	16.427559	16.046394	15.600658	16.341237	16.191629	15.990604	16.15145	15.714487	16.187673
F18	15.73716	15.890636	16.226231	15.698704	16.087986	16.469964	15.834948	15.898387	15.870185	15.908606
F18	15.886621	16.219404	16.312709	16.209476	16.087986	16.586436	16.060466	16.278515	16.093377	16.187673
F18	15.960448	15.760173	15.88505	15.460715	16.087986	16.522226	15.69812	15.898387	15.870185	16.119098
F18	15.73716	16.151661	16.312709	15.870678	15.733924	16.710287	16.200819	16.389346	16.019794	16.055005
F18	15.886621	15.970505	15.718632	15.698704	16.244658	16.320754	15.69812	15.898387	15.957592	16.187673
F18	15.960448	16.075963	15.88505	15.870678	16.244658	16.522226	15.990604	16.389346	15.957592	15.984417
F18	15.886621	16.288609	16.046394	15.460715	16.477321	16.320754	15.834948	16.278515	15.783242	15.908606
F19	18.589529	18.171508	18.28057	17.512699	18.207246	17.861407	18.119507	17.811003	17.915073	18.191187
F19	18.678283	18.071704	17.902751	17.609199	18.457575	18.132193	18.173747	17.625848	18.103123	18.253521
F19	18.678283	18.171508	18.086701	17.422488	18.457575	17.994336	18.002707	17.746452	17.915073	18.126018
F19	18.589529	18.018865	18.223681	17.37318	18.102196	18.060958	18.068266	17.625848	18.017863	18.013589
F19	18.589529	18.018865	18.223681	17.466547	18.34078	17.861407	18.068266	17.811003	18.017863	18.253521
F19	18.495737	17.986133	18.047245	17.466547	18.391272	17.772706	18.068266	17.746452	18.017863	18.013589
F19	18.589529	18.171508	18.170014	17.563708	18.531604	17.917589	18.002707	17.811003	18.017863	18.075174
F19	18.589529	18.116642	18.086701	17.512699	18.457575	17.822574	18.119507	17.746452	17.915073	18.075174
F19	18.589529	18.40093	17.864695	17.872328	18.68348	18.060958	18.173747	17.236795	17.915073	18.191187
F19	18.589529	17.879044	17.864695	17.563708	18.586887	17.917589	18.173747	17.679348	17.768795	18.126018
F19	18.678283	18.018865	17.605325	17.695772	18.586887	17.822574	18.388955	17.746452	18.017863	18.253521
F19	18.678283	18.071704	17.902751	17.466547	18.531604	17.772706	18.30686	17.811003	18.017863	18.191187
F19	18.589529	17.986133	18.123868	17.655449	18.531604	17.822574	18.30686	17.746452	18.017863	18.253521
F19	18.495737	17.852186	18.123868	17.466547	18.586887	17.861407	18.119507	17.679348	17.915073	18.191187
F19	18.407859	18.116642	18.123868	17.563708	18.68348	17.822574	18.30686	17.811003	18.017863	18.351584
F19	18.589529	17.986133	17.949042	17.563708	18.586887	17.707209	18.068266	17.811003	17.915073	17.963728
F19	18.589529	18.116642	17.764004	17.512699	18.68348	17.822574	18.30686	17.811003	18.017863	18.191187
F19	18.2882	17.879044	18.170014	17.512699	18.34078	17.664425	17.956042	17.456324	18.103123	18.191187
F19	18.190249	17.767743	18.086701	17.272069	18.271968	17.822574	18.068266	17.48988	18.236273	18.075174
F19	18.190249	17.944674	18.333527	17.37318	18.391272	17.822574	18.119507	17.811003	18.236273	18.013589
F19	18.059109	17.916175	18.28057	17.23093	18.207246	17.628318	17.956042	17.365385	18.236273	18.013589
F19	17.966322	17.605197	18.123868	17.326937	18.062001	17.664425	17.853708	17.336451	18.017863	17.911503
F19	18.120331	17.722311	18.047245	17.37318	18.34078	17.822574	18.002707	17.427507	18.236273	17.911503
F19	18.059109	17.852186	18.123868	17.151025	18.207246	17.553119	17.853708	17.427507	18.017863	17.963728
F19	18.120331	17.767743	18.223681	17.272069	18.271968	17.664425	18.068266	17.746452	18.103123	18.126018
F19	18.120331	17.672424	18.086701	17.23093	17.878406	17.772706	17.956042	17.336451	18.236273	17.911503
F19	18.2882	17.767743	18.123868	17.272069	18.391272	18.132193	18.30686	17.365385	18.236273	18.191187
F19	18.120331	17.767743	18.047245	17.084873	18.157412	17.861407	18.068266	17.427507	17.915073	17.911503
F19	18.2882	17.767743	18.170014	17.084873	18.271968	17.664425	18.23798	17.588063	18.017863	17.911503
F19	18.2882	17.672424	18.28057	17.272069	18.457575	17.628318	18.002707	17.365385	18.017863	18.075174
F19	18.589529	17.722311	18.170014	17.326937	18.391272	17.822574	18.068266	17.48988	18.017863	18.013589
F19	18.407859	17.672424	18.123868	17.272069	18.207246	17.664425	18.068266	17.48988	18.017863	18.126018
F19	18.407859	17.722311	17.999947	17.422488	18.391272	17.432671	18.068266	17.393209	18.017863	18.191187
F19	18.407859	17.672424	17.605325	17.272069	18.157412	16.922224	18.068266	17.141387	18.017863	18.075174
F20	16.938333	17.118972	17.425187	17.151025	15.895729	17.339366	16.987664	16.992299	16.853962	17.402157
F20	16.992753	17.05065	17.37045	17.23093	15.895729	17.099436	16.766728	16.992299	16.66096	17.116842
F20	16.992753	17.118972	17.313655	17.015779	16.96107	17.099436	16.914506	17.044719	16.885074	17.357387
F20	16.938333	17.118972	17.37045	17.084873	15.733924	17.214206	16.987664	16.992299	16.583939	17.450143
F20	16.938333	17.178299	17.313655	16.948044	17.527163	17.339366	17.298567	16.932317	16.66096	17.284217
F20	16.7796	17.178299	17.256561	17.015779	17.527163	17.339366	17.298567	17.098845	16.927812	17.235296
F20	16.82623	17.118972	17.425187	17.326937	17.596796	17.259038	17.210954	17.098845	16.927812	17.235296
F20	16.679238	17.178299	17.256561	17.151025	17.596796	17.259038	17.210954	17.044719	16.964786	17.357387
F20	16.7796	17.221983	17.313655	17.084873	17.527163	17.303304	17.144147	17.336451	17.010509	17.357387
F20	16.938333	17.31687	17.313655	17.015779	17.596796	17.339366	17.298567	17.177491	16.927812	17.357387
F20	16.992753	17.31687	17.313655	16.948044	17.653551	17.303304	17.259652	17.098845	16.885074	17.235296
F20	16.992753	17.178299	17.313655	17.084873	17.752307	17.214206	17.298567	17.336451	16.927812	17.200628
F20	16.992753	17.262815	17.313655	17.015779	17.46154	17.339366	17.344522	17.098845	16.853962	17.284217
F20	17.048201	17.178299	17.313655	17.151025	17.527163	17.303304	17.376897	17.141387	16.885074	17.357387
F20	17.091695	17.262815	17.425187	17.23093	17.752307	17.388829	17.259652	17.098845	16.885074	17.235296
F20	17.091695	17.221983	17.256561	17.084873	17.701573	17.159465	17.420556	17.141387	16.853962	17.402157
F20	17.134114	17.31687	17.313655	17.151025	17.789527	17.388829	17.210954	17.264139	16.885074	17.318106
F20	17.091695	17.31687	17.482102	17.272069	17.527163	17.303304	17.210954	17.206737	16.885074	16.983197
F20	17.091695	16.978875	17.313655	17.151025	17.752307	17.303304	17.144147	17.393209	16.885074	17.235296
F20	17.048201	17.178299	17.482102	17.422488	17.653551	17.303304	17.420556	16.932317	16.708255	16.901396
F20	17.261947	17.434177	17.668627	17.512699	17.752307	17.917589	17.298567	17.294565	16.927812	17.598713
F20	17.226496	17.118972	17.605325	17.422488	17.835086	17.516477	17.690298	17.177491	16.708255	17.200628
F20	17.091695	17.118972	17.559971	17.466547	17.878406	17.596901	17.724089	17.177491	16.885074	17.318106
F20	17.048201	17.178299	17.425187	17.512699	17.701573	17.474804	17.536008	17.236795	16.927812	17.235296
F20	17.261947	17.221983	17.482102	17.563708	17.752307	17.339366	17.420556	17.206737	16.853962	17.402157
F20	17.091695	17.372926	17.605325	17.422488	17.701573	17.339366	17.457579	17.044719	16.885074	17.402157
F20	16.938333	17.31687	17.559971	17.563708	17.976434	17.339366	17.650048	17.264139	16.760427	17.156952
F20	17.091695	17.372926	17.256561	17.326937	17.596796	17.474804	17.457579	17.236795	16.964786	17.235296
F20	17.091695	17.31687	17.559971	17.563708	17.596796	17.432671	17.650048	17.294565	16.885074	17.402157
F20	17.134114	17.178299	17.425187	17.422488	17.701573	17.596901	17.344522	17.294565	16.927812	17.450143
F20	17.091695	17.372926	17.559971	17.422488	17.789527	17.339366	17.569847	17.177491	16.810779	17.357387
F20	17.091695	17.178299	17.313655	17.326937	17.789527	17.432671	17.259652	17.236795	16.760427	17.235296
F20	17.18715	17.434177	17.605325	17.272069	17.375763	17.339366	17.344522	17.236795	16.810779	17.284217
F20	17.226496	17.221983	17.313655	17.23093	17.596796	17.516477	17.298567	16.763472	16.497242	17.156952
F21	19.499752	19.621327	19.690709	19.285514	19.039332	17.994336	17.956042	17.588063	17.199076	17.656021
F21	19.499752	19.621327	19.524396	19.073579	19.151068	17.994336	17.895631	17.811003	17.258737	17.598713
F21	19.370888	19.369557	19.524396	18.851674	18.975521	17.861407	17.895631	17.679348	17.101817	17.545841
F21	19.499752	19.621327	19.524396	18.851674	19.096432	17.917589	17.895631	17.746452	17.199076	17.598713
F21	19.499752	19.621327	19.690709	19.170408	18.975521	18.132193	17.956042	17.588063	17.152024	17.598713
F21	19.370888	19.621327	19.690709	19.073579	19.039332	18.132193	17.895631	17.588063	17.199076	17.494379
F21	19.370888	19.621327	19.524396	18.929797	19.039332	18.132193	17.853708	17.746452	17.101817	17.545841
F21	19.370888	19.621327	19.690709	19.073579	18.975521	18.132193	17.809087	17.679348	17.310928	17.598713
F21	19.570578	19.621327	19.524396	18.73665	19.096432	18.132193	17.853708	17.679348	17.310928	17.598713
F21	19.499752	19.621327	19.690709	19.170408	19.096432	18.132193	17.853708	17.746452	17.310928	17.545841
F21	19.705052	19.621327	19.524396	18.929797	19.151068	18.132193	17.809087	17.679348	17.363914	17.494379
F21	19.570578	19.621327	19.690709	19.285514	19.151068	18.132193	18.002707	17.679348	17.258737	17.598713
F21	19.570578	19.621327	19.524396	19.073579	19.039332	18.132193	17.895631	17.588063	17.411154	17.494379
F21	19.570578	19.621327	19.690709	19.170408	19.039332	18.132193	18.002707	17.746452	17.411154	17.656021
F21	19.570578	19.621327	19.390775	19.170408	19.151068	18.132193	17.895631	17.588063	17.411154	17.598713
F21	19.570578	19.621327	19.524396	19.285514	19.151068	18.132193	18.002707	17.588063	17.363914	17.598713
F21	19.570578	19.621327	19.524396	19.170408	19.151068	18.232594	17.956042	17.679348	17.310928	17.726695
F21	19.570578	19.621327	19.524396	18.851674	19.209513	18.060958	17.853708	17.746452	17.529219	17.790299
F21	19.101202	19.035253	19.111418	18.538301	18.975521	17.628318	17.457579	17.141387	17.010509	17.402157
F21	19.370888	19.621327	19.390775	18.660219	18.975521	17.628318	17.763303	17.365385	17.363914	17.545841
F21	19.570578	19.621327	19.690709	18.660219	18.975521	17.822574	17.650048	17.427507	17.258737	17.402157
F21	19.499752	19.621327	19.524396	18.851674	19.039332	17.861407	17.956042	17.48988	17.47192	17.858391
F21	19.499752	19.621327	19.524396	18.851674	19.039332	17.861407	17.956042	17.746452	17.258737	17.598713
F21	19.570578	19.621327	19.524396	18.929797	19.039332	18.232594	18.002707	17.746452	17.310928	17.656021
F21	19.499752	19.621327	19.690709	18.851674	19.039332	17.917589	17.724089	17.588063	17.47192	17.726695
F21	19.499752	19.621327	19.690709	19.285514	19.314095	18.132193	18.002707	17.746452	17.101817	17.545841
F21	19.705052	19.967839	19.690709	19.170408	19.209513	17.994336	17.853708	17.811003	17.47192	17.656021
F21	19.705052	19.621327	19.690709	19.073579	19.314095	18.060958	17.895631	17.746452	17.47192	17.656021
F21	19.705052	19.621327	19.690709	19.073579	19.314095	18.060958	18.119507	17.811003	17.47192	17.598713
F21	19.705052	19.621327	19.690709	19.285514	19.314095	18.381352	17.895631	17.679348	17.258737	17.494379
F21	19.705052	19.621327	19.524396	19.073579	19.314095	18.307927	18.173747	17.746452	17.152024	17.494379
F21	19.705052	19.621327	19.690709	19.170408	19.314095	18.307927	18.23798	18.201263	17.363914	17.357387
F21	19.705052	19.621327	19.690709	19.073579	19.151068	18.381352	18.002707	17.811003	17.411154	17.545841
F21	19.370888	19.967839	19.690709	18.660219	18.975521	18.132193	17.809087	17.427507	17.056038	17.357387
F22	17.70533	17.672424	18.170014	17.928578	18.157412	17.516477	17.853708	17.679348	17.152024	17.235296
F22	17.5178	17.916175	18.170014	17.988426	18.34078	17.596901	17.809087	17.427507	17.199076	17.284217
F22	17.568244	17.767743	18.28057	17.824192	18.391272	17.432671	17.809087	17.588063	17.199076	17.156952
F22	17.5178	17.852186	18.086701	17.735242	18.271968	17.259038	17.763303	17.679348	17.152024	17.402157
F22	17.62143	17.81129	18.170014	17.988426	18.102196	17.259038	17.763303	17.625848	17.411154	17.235296
F22	17.70533	18.018865	18.223681	17.655449	18.207246	17.214206	17.763303	17.811003	17.258737	17.598713
F22	17.771453	17.944674	18.28057	17.609199	18.102196	17.303304	17.809087	17.588063	17.152024	17.656021
F22	17.771453	17.672424	18.223681	17.763121	18.391272	17.026547	17.895631	17.625848	17.199076	17.656021
F22	17.568244	17.81129	18.28057	17.788379	18.34078	17.474804	17.809087	17.625848	17.363914	17.450143
F22	17.70533	17.767743	18.223681	17.928578	18.271968	17.628318	17.895631	17.588063	17.101817	17.656021
F22	17.70533	17.605197	18.047245	17.824192	18.207246	17.596901	17.724089	17.532097	17.199076	17.598713
F22	17.474069	17.605197	18.170014	17.928578	18.207246	17.516477	17.853708	17.532097	17.056038	17.545841
F22	17.18715	17.722311	17.949042	17.988426	18.207246	17.516477	17.612545	17.393209	17.199076	17.450143
F22	17.62143	17.672424	18.223681	17.763121	18.271968	17.474804	17.809087	17.625848	17.101817	17.402157
F22	17.474069	17.916175	18.047245	17.988426	18.271968	17.553119	17.763303	17.532097	17.199076	17.545841
F22	17.5178	17.767743	18.28057	17.872328	18.207246	17.596901	17.895631	17.679348	17.056038	17.494379
F22	17.70533	17.81129	18.086701	17.763121	18.34078	17.596901	17.724089	17.365385	17.258737	17.545841
F22	17.62143	17.944674	18.223681	17.872328	18.391272	17.917589	18.531488	18.00579	17.363914	17.545841
F22	17.5178	17.672424	18.170014	17.824192	18.207246	17.664425	18.449656	17.746452	17.310928	17.656021
F22	17.771453	17.722311	18.047245	17.872328	18.207246	17.664425	18.531488	17.746452	17.411154	17.726695
F22	17.474069	17.605197	18.047245	17.788379	18.34078	17.516477	17.853708	17.588063	17.363914	17.545841
F22	17.62143	17.550002	18.047245	17.735242	18.207246	17.596901	17.724089	17.746452	17.258737	17.656021
F22	17.62143	17.986133	17.999947	17.763121	18.207246	17.707209	17.809087	17.532097	17.152024	17.494379
F22	17.568244	17.81129	17.902751	17.695772	18.157412	17.73708	17.612545	17.336451	17.152024	17.726695
F22	17.771453	18.286431	18.123868	17.824192	18.207246	17.73708	17.956042	17.532097	17.363914	17.545841
F22	17.568244	17.722311	18.123868	17.763121	18.391272	17.822574	17.809087	17.625848	17.411154	17.598713
F22	17.62143	18.171508	18.170014	17.788379	18.34078	17.772706	18.119507	17.588063	17.363914	17.494379
F22	17.317356	17.672424	18.123868	17.872328	18.34078	17.73708	17.853708	17.48988	17.152024	17.545841
F22	17.431984	17.81129	18.123868	17.988426	18.34078	17.861407	18.002707	17.532097	17.152024	18.013589
F22	17.5178	17.372926	18.123868	17.735242	18.271968	17.707209	17.853708	17.532097	17.152024	17.598713
F22	17.62143	17.605197	18.223681	18.103391	18.34078	17.553119	17.853708	17.456324	17.310928	17.598713
F22	17.431984	17.550002	18.086701	17.735242	18.391272	17.516477	17.956042	17.456324	17.258737	17.318106
F22	17.70533	17.944674	18.333527	17.788379	18.531604	17.73708	17.853708	17.427507	17.363914	17.656021
F22	17.62143	17.550002	18.170014	17.763121	18.457575	17.596901	17.895631	17.588063	17.310928	17.450143
F23	17.474069	16.667286	16.226231	16.337505	17.088655	16.655492	16.766728	16.883604	16.583939	17.156952
F23	17.771453	16.82901	16.82676	16.768734	17.46154	16.710287	17.086054	17.044719	16.885074	17.450143
F23	17.474069	16.772366	16.312709	16.337505	17.323801	16.586436	16.766728	16.992299	16.583939	16.939801
F23	17.771453	16.898786	16.915883	16.647247	17.323801	16.655492	16.766728	17.044719	16.708255	17.200628
F23	17.5178	16.622591	16.605268	16.141069	17.131866	16.710287	16.766728	17.177491	16.538856	17.070526
F23	17.568244	17.118972	16.915883	16.595712	17.224018	16.806505	16.686825	17.044719	16.621009	17.402157
F23	17.431984	17.221983	16.605268	16.141069	17.088655	16.710287	16.686825	16.763472	16.40167	17.116842
F23	17.62143	16.82901	16.915883	16.4866	17.375763	16.586436	16.686825	17.098845	16.583939	17.235296
F23	17.226496	16.978875	16.605268	16.337505	17.054045	16.145625	16.577011	16.932317	16.538856	17.070526
F23	17.62143	17.118972	16.605268	16.695891	17.224018	16.586436	16.686825	17.206737	16.708255	17.200628
F23	17.379483	16.82901	16.677978	16.27031	17.088655	16.320754	16.500349	16.992299	16.356557	17.070526
F23	17.864421	17.262815	16.915883	16.768734	17.527163	16.710287	16.686825	17.141387	16.621009	17.070526
F23	17.317356	16.772366	16.605268	16.27031	17.088655	16.522226	16.577011	16.883604	16.230678	16.852131
F23	17.70533	17.262815	16.915883	16.429919	17.179699	16.522226	16.500349	17.044719	16.66096	16.74373
F23	17.226496	16.772366	16.677978	16.209476	17.179699	16.522226	16.577011	16.932317	16.497242	16.465332
F23	17.568244	17.118972	16.915883	16.429919	17.375763	16.655492	16.500349	16.992299	16.708255	16.983197
F23	17.379483	17.05065	16.82676	16.4866	17.269421	16.400179	16.371266	16.883604	16.451941	16.983197
F23	17.379483	16.622591	16.046394	16.595712	17.088655	17.099436	16.686825	17.177491	16.093377	17.200628
F23	16.7796	16.151661	15.718632	15.600658	16.59337	16.257277	16.144323	16.601929	15.783242	16.939801
F23	17.226496	16.898786	16.312709	16.078437	17.012587	16.963898	16.914506	16.845935	16.019794	17.402157
F23	16.938333	16.288609	15.718632	15.600658	16.756872	16.806505	16.200819	16.718034	15.783242	16.800624
F23	16.992753	16.667286	16.771702	16.429919	17.224018	16.806505	16.686825	16.992299	16.170065	16.983197
F23	17.134114	16.482906	16.123757	16.141069	16.88974	16.710287	16.291824	16.808173	15.913342	17.200628
F23	17.5178	17.05065	16.522034	16.4866	17.012587	17.099436	16.766728	17.141387	16.451941	17.116842
F23	17.048201	16.288609	16.312709	15.870678	15.895729	16.710287	16.060466	16.808173	16.093377	16.852131
F23	17.431984	16.82901	16.388214	16.337505	16.818445	16.922224	16.291824	16.992299	16.286942	16.800624
F23	16.728552	16.219404	16.123757	16.078437	16.88974	16.400179	16.291824	16.845935	16.230678	16.700975
F23	17.226496	16.075963	16.4578	16.337505	16.96107	17.026547	16.432337	16.845935	16.538856	16.983197
F23	16.938333	16.075963	16.388214	15.813154	16.158705	16.710287	15.990604	16.718034	16.170065	16.700975
F23	17.18715	16.551864	16.388214	16.382858	16.680455	16.922224	16.686825	16.845935	16.451941	17.027673
F23	16.938333	15.970505	15.812831	15.813154	16.818445	16.469964	16.291824	16.541412	16.093377	16.648245
F23	17.226496	16.667286	16.82676	16.209476	16.818445	16.922224	16.766728	16.883604	16.40167	16.983197
F23	16.61806	16.151661	15.965814	15.813154	17.012587	16.586436	16.432337	16.541412	16.230678	16.983197
F23	16.61806	16.482906	16.226231	15.756247	15.895729	16.522226	16.144323	16.475803	16.093377	16.852131
F24	16.89854	17.81129	17.313655	17.326937	17.701573	17.474804	17.763303	17.746452	17.411154	17.284217
F24	16.82623	17.879044	17.256561	17.272069	17.701573	17.388829	17.650048	17.746452	17.310928	17.357387
F24	16.89854	17.944674	17.37045	17.37318	17.835086	17.664425	17.853708	17.811003	17.411154	17.402157
F24	16.61806	17.944674	17.425187	17.326937	17.701573	17.516477	17.724089	17.588063	17.411154	17.027673
F24	16.48956	17.916175	17.425187	17.37318	17.653551	17.474804	17.724089	17.679348	17.199076	17.200628
